PolicyNumber,LineOfBusiness,PolicyStatus,EffectiveDate,ExpirationDate,State,ClassCode,WrittenPremium,InsuredName,AgencyCode,UnderwriterID,RenewalCount
KM-POL-001246,CA,Expired,2021-03-28,2022-03-28,PA,7219,6058.13,Insured A-1246,AG003,UW101,3
KM-POL-001247,WC,Expired,2023-06-13,2024-06-12,DE,7380,8954.04,Insured A-1247,AG002,UW102,1
KM-POL-001248,WC,In Force,2021-02-08,2022-02-08,NJ,5183,19487.06,Insured A-1248,AG015,UW102,0
KM-POL-001249,GL,Cancelled,2023-07-31,2024-07-30,OH,97047,6120.16,Insured A-1249,AG001,UW104,0
KM-POL-001250,CA,In Force,2021-06-09,2022-06-09,NY,7220,3901.18,Insured A-1250,AG003,UW101,1
KM-POL-001251,CA,In Force,2022-10-04,2023-10-04,DE,7220,6799.1,Insured A-1251,AG003,UW102,0
KM-POL-001252,CA,In Force,2023-05-30,2024-05-29,PA,7219,8314.04,Insured A-1252,AG005,UW102,0
KM-POL-001253,WC,In Force,2023-04-09,2024-04-08,NY,8742,5798.32,Insured A-1253,AG005,UW104,2
KM-POL-001254,WC,In Force,2023-05-06,2024-05-05,PA,8017,9425.17,Insured A-1254,AG002,UW103,0
KM-POL-001255,CA,Cancelled,2022-08-16,2023-08-16,NJ,7220,2604.34,Insured A-1255,AG012,UW102,0
KM-POL-001256,WC,In Force,2021-08-24,2022-08-24,PA,5191,1341.51,Insured A-1256,AG002,UW102,3
KM-POL-001257,WC,In Force,2023-04-10,2024-04-09,NY,9015,11618.66,Insured A-1257,AG002,UW101,3
KM-POL-001258,CA,In Force,2021-02-12,2022-02-12,PA,7219,7082.22,Insured A-1258,AG005,UW104,1
KM-POL-001259,WC,Expired,2022-10-28,2023-10-28,NJ,7380,12205.64,Insured A-1259,AG015,UW101,0
KM-POL-001260,CA,Expired,2021-12-18,2022-12-18,OH,7220,1525.78,Insured A-1260,AG015,UW103,3
KM-POL-001261,WC,In Force,2023-08-01,2024-07-31,PA,9015,7475.01,Insured A-1261,AG015,UW104,1
KM-POL-001262,CA,In Force,2023-01-12,2024-01-12,DE,7210,1298.53,Insured A-1262,AG012,UW101,0
KM-POL-001263,WC,In Force,2021-06-30,2022-06-30,NJ,5191,29606.85,Insured A-1263,AG005,UW102,0
KM-POL-001264,CA,In Force,2023-06-14,2024-06-13,PA,7220,2561.55,Insured A-1264,AG001,UW102,0
KM-POL-001265,WC,In Force,2021-08-05,2022-08-05,NY,8742,27019.74,Insured A-1265,AG004,UW104,2
KM-POL-001266,WC,In Force,2022-05-14,2023-05-14,PA,8742,21092.98,Insured A-1266,AG004,UW102,4
KM-POL-001267,WC,In Force,2023-06-12,2024-06-11,NJ,9015,4815.18,Insured A-1267,AG001,UW101,3
KM-POL-001268,CA,In Force,2023-04-01,2024-03-31,DE,7230,2490.72,Insured A-1268,AG015,UW104,2
KM-POL-001269,CA,In Force,2023-12-10,2024-12-09,NY,7230,6064.59,Insured A-1269,AG004,UW102,1
KM-POL-001270,WC,Cancelled,2021-06-11,2022-06-11,NY,9015,5036.87,Insured A-1270,AG012,UW102,2
KM-POL-001271,CA,Cancelled,2023-03-22,2024-03-21,PA,7219,5226.47,Insured A-1271,AG005,UW103,1
KM-POL-001272,GL,Expired,2022-09-28,2023-09-28,PA,97047,4731.61,Insured A-1272,AG004,UW103,0
KM-POL-001273,CA,In Force,2022-11-27,2023-11-27,NY,7220,1688.01,Insured A-1273,AG012,UW104,2
KM-POL-001274,WC,In Force,2022-03-30,2023-03-30,DE,9015,1661.75,Insured A-1274,AG005,UW103,4
KM-POL-001275,CA,In Force,2022-11-14,2023-11-14,OH,7220,5630.82,Insured A-1275,AG012,UW101,1
KM-POL-001276,WC,Expired,2021-12-11,2022-12-11,OH,7380,6315.45,Insured A-1276,AG001,UW102,3
KM-POL-001277,WC,In Force,2021-06-06,2022-06-06,OH,7380,6358.38,Insured A-1277,AG002,UW102,1
KM-POL-001278,GL,Expired,2023-11-12,2024-11-11,NJ,91580,10797.88,Insured A-1278,AG001,UW102,1
KM-POL-001279,WC,Cancelled,2021-08-22,2022-08-22,NJ,9015,25304.91,Insured A-1279,AG004,UW104,0
KM-POL-001280,CA,In Force,2023-12-23,2024-12-22,NY,7230,4173.35,Insured A-1280,AG005,UW104,2
KM-POL-001281,CA,Expired,2023-11-11,2024-11-10,NJ,7220,4006.37,Insured A-1281,AG012,UW103,3
KM-POL-001282,CA,In Force,2022-02-02,2023-02-02,PA,7210,6634.81,Insured A-1282,AG004,UW102,2
KM-POL-001283,CA,In Force,2022-12-17,2023-12-17,OH,7219,2177.3,Insured A-1283,AG004,UW102,0
KM-POL-001284,WC,In Force,2022-12-21,2023-12-21,OH,8810,11831.52,Insured A-1284,AG002,UW102,0
KM-POL-001285,WC,In Force,2021-10-30,2022-10-30,NJ,8810,15390.55,Insured A-1285,AG015,UW102,2
KM-POL-001286,CA,Expired,2022-04-29,2023-04-29,PA,7220,7391.89,Insured A-1286,AG004,UW102,1
KM-POL-001287,WC,In Force,2021-07-30,2022-07-30,NJ,9015,2101.9,Insured A-1287,AG002,UW101,1
KM-POL-001288,WC,In Force,2021-10-27,2022-10-27,OH,8742,5382.54,Insured A-1288,AG005,UW102,5
KM-POL-001289,WC,Expired,2022-06-09,2023-06-09,MD,8810,4901.96,Insured A-1289,AG005,UW101,3
KM-POL-001290,WC,Expired,2022-02-09,2023-02-09,PA,9015,10720.46,Insured A-1290,AG012,UW102,1
KM-POL-001291,WC,In Force,2021-12-22,2022-12-22,PA,5183,14539.08,Insured A-1291,AG015,UW104,0
KM-POL-001292,WC,Expired,2021-11-10,2022-11-10,OH,8810,32773.26,Insured A-1292,AG002,UW104,0
KM-POL-001293,CA,Expired,2021-06-04,2022-06-04,NJ,7230,3651.97,Insured A-1293,AG001,UW101,2
KM-POL-001294,CA,In Force,2021-12-29,2022-12-29,DE,7220,3646.26,Insured A-1294,AG005,UW102,3
KM-POL-001295,GL,In Force,2023-10-09,2024-10-08,MD,58483,14835.38,Insured A-1295,AG015,UW104,3
KM-POL-001296,WC,In Force,2023-08-09,2024-08-08,PA,5191,12547.31,Insured A-1296,AG012,UW104,1
KM-POL-001297,WC,Expired,2023-07-09,2024-07-08,NY,8017,27285.79,Insured A-1297,AG001,UW102,0
KM-POL-001298,WC,Expired,2022-10-24,2023-10-24,PA,8742,12468.77,Insured A-1298,AG005,UW102,5
KM-POL-001299,CA,Expired,2022-10-10,2023-10-10,NJ,7230,2454.63,Insured A-1299,AG005,UW104,5
KM-POL-001300,CA,In Force,2021-11-06,2022-11-06,OH,7219,2208.62,Insured A-1300,AG012,UW102,2
KM-POL-001301,WC,In Force,2023-06-20,2024-06-19,NJ,8810,2860.61,Insured A-1301,AG012,UW103,0
KM-POL-001302,GL,In Force,2021-05-20,2022-05-20,MD,58483,10545.31,Insured A-1302,AG003,UW102,2
KM-POL-001303,WC,In Force,2023-08-19,2024-08-18,DE,9015,25613.57,Insured A-1303,AG004,UW104,4
KM-POL-001304,CA,Expired,2023-06-25,2024-06-24,NJ,7220,14907.46,Insured A-1304,AG004,UW104,2
KM-POL-001305,CA,Expired,2022-09-13,2023-09-13,PA,7219,8150.73,Insured A-1305,AG001,UW101,3
KM-POL-001306,GL,In Force,2022-07-17,2023-07-17,NJ,97047,14972.75,Insured A-1306,AG004,UW103,0
KM-POL-001307,CA,In Force,2021-04-26,2022-04-26,NJ,7219,3470.28,Insured A-1307,AG001,UW104,0
KM-POL-001308,GL,In Force,2022-12-22,2023-12-22,PA,97047,2952.8,Insured A-1308,AG015,UW103,0
KM-POL-001309,WC,In Force,2023-11-06,2024-11-05,NJ,8017,19536.96,Insured A-1309,AG005,UW102,4
KM-POL-001310,GL,In Force,2021-06-01,2022-06-01,NJ,91580,8887.28,Insured A-1310,AG003,UW104,2
KM-POL-001311,WC,In Force,2022-09-28,2023-09-28,NY,9015,10785.47,Insured A-1311,AG003,UW101,3
KM-POL-001312,GL,In Force,2023-08-04,2024-08-03,NY,41677,8700.71,Insured A-1312,AG005,UW104,0
KM-POL-001313,CA,In Force,2023-07-15,2024-07-14,NY,7230,5966.47,Insured A-1313,AG012,UW101,4
KM-POL-001314,GL,In Force,2021-03-19,2022-03-19,PA,97047,16295.95,Insured A-1314,AG002,UW103,3
KM-POL-001315,CA,In Force,2021-04-27,2022-04-27,PA,7230,10689.22,Insured A-1315,AG002,UW101,0
KM-POL-001316,CA,Expired,2023-01-26,2024-01-26,NY,7220,6812.62,Insured A-1316,AG004,UW102,4
KM-POL-001317,CA,In Force,2022-08-11,2023-08-11,NJ,7220,8163.94,Insured A-1317,AG012,UW102,1
KM-POL-001318,CA,Cancelled,2021-06-07,2022-06-07,PA,7210,6690.46,Insured A-1318,AG001,UW102,0
KM-POL-001319,WC,In Force,2021-07-04,2022-07-04,OH,7380,6843.57,Insured A-1319,AG015,UW104,1
KM-POL-001320,WC,In Force,2023-11-05,2024-11-04,NY,8017,18128.7,Insured A-1320,AG003,UW102,4
KM-POL-001321,WC,In Force,2023-02-27,2024-02-27,DE,5183,3243.49,Insured A-1321,AG004,UW102,4
KM-POL-001322,WC,In Force,2023-08-06,2024-08-05,PA,8017,22996.87,Insured A-1322,AG005,UW104,1
KM-POL-001323,GL,Expired,2021-03-26,2022-03-26,NY,97047,2875.07,Insured A-1323,AG012,UW103,3
KM-POL-001324,WC,In Force,2023-07-11,2024-07-10,DE,8742,12439.63,Insured A-1324,AG003,UW102,2
KM-POL-001325,GL,Cancelled,2022-01-21,2023-01-21,NY,97047,3671.63,Insured A-1325,AG001,UW102,3
KM-POL-001326,WC,Expired,2022-10-21,2023-10-21,NY,8742,15409.06,Insured A-1326,AG001,UW104,1
KM-POL-001327,WC,In Force,2023-09-02,2024-09-01,OH,8017,9632.13,Insured A-1327,AG002,UW103,2
KM-POL-001328,CA,In Force,2023-10-24,2024-10-23,DE,7220,1887.76,Insured A-1328,AG004,UW103,2
KM-POL-001329,CA,Expired,2021-11-05,2022-11-05,PA,7210,6325.98,Insured A-1329,AG005,UW103,0
KM-POL-001330,CA,In Force,2021-05-07,2022-05-07,NY,7230,3474.64,Insured A-1330,AG003,UW104,1
KM-POL-001331,CA,Expired,2023-07-12,2024-07-11,NY,7230,8338.91,Insured A-1331,AG015,UW101,2
KM-POL-001332,CA,In Force,2021-07-31,2022-07-31,NY,7220,4918.68,Insured A-1332,AG001,UW101,1
KM-POL-001333,WC,In Force,2022-12-05,2023-12-05,PA,8742,13579.77,Insured A-1333,AG003,UW102,5
KM-POL-001334,GL,In Force,2021-06-22,2022-06-22,PA,41677,3393.79,Insured A-1334,AG005,UW102,0
KM-POL-001335,GL,In Force,2023-10-31,2024-10-30,OH,91580,4391.68,Insured A-1335,AG003,UW102,5
KM-POL-001336,CA,Expired,2021-12-20,2022-12-20,NY,7219,3732.44,Insured A-1336,AG004,UW101,0
KM-POL-001337,WC,In Force,2021-03-22,2022-03-22,MD,8742,19640.75,Insured A-1337,AG002,UW104,0
KM-POL-001338,CA,Expired,2022-05-23,2023-05-23,NY,7230,13445.86,Insured A-1338,AG003,UW102,1
KM-POL-001339,WC,In Force,2023-06-16,2024-06-15,DE,7380,5197.13,Insured A-1339,AG012,UW104,3
KM-POL-001340,WC,In Force,2023-06-19,2024-06-18,NY,9015,23423.11,Insured A-1340,AG002,UW102,3
KM-POL-001341,WC,In Force,2023-12-10,2024-12-09,OH,8742,1744.56,Insured A-1341,AG005,UW104,0
KM-POL-001342,CA,In Force,2023-12-07,2024-12-06,DE,7219,2400.63,Insured A-1342,AG002,UW104,0
KM-POL-001343,GL,In Force,2021-11-22,2022-11-22,NY,91580,3390.92,Insured A-1343,AG003,UW101,2
KM-POL-001344,CA,In Force,2023-01-16,2024-01-16,PA,7220,2183.09,Insured A-1344,AG003,UW104,1
KM-POL-001345,CA,Expired,2023-02-03,2024-02-03,NJ,7230,1900.45,Insured A-1345,AG012,UW103,3
KM-POL-001346,WC,In Force,2022-08-03,2023-08-03,NY,8017,13772.09,Insured A-1346,AG001,UW101,0
KM-POL-001347,WC,In Force,2023-03-05,2024-03-04,PA,8810,8339.39,Insured A-1347,AG012,UW102,2
KM-POL-001348,WC,Expired,2023-04-18,2024-04-17,PA,8742,13406.89,Insured A-1348,AG003,UW101,3
KM-POL-001349,GL,Expired,2022-11-24,2023-11-24,NJ,97047,10757.2,Insured A-1349,AG015,UW103,5
KM-POL-001350,WC,In Force,2021-04-18,2022-04-18,PA,5191,12240.36,Insured A-1350,AG002,UW103,2
KM-POL-001351,GL,In Force,2022-11-17,2023-11-17,PA,58483,10513.7,Insured A-1351,AG012,UW104,0
KM-POL-001352,CA,Expired,2021-05-15,2022-05-15,NJ,7219,4713.95,Insured A-1352,AG012,UW103,0
KM-POL-001353,WC,Expired,2022-11-07,2023-11-07,MD,7380,3829.18,Insured A-1353,AG015,UW103,2
KM-POL-001354,CA,In Force,2021-07-13,2022-07-13,DE,7230,9271.39,Insured A-1354,AG015,UW103,2
KM-POL-001355,CA,In Force,2023-03-03,2024-03-02,PA,7210,3451.39,Insured A-1355,AG015,UW103,4
KM-POL-001356,GL,Expired,2022-08-05,2023-08-05,PA,41677,3446.39,Insured A-1356,AG001,UW102,3
KM-POL-001357,GL,In Force,2022-06-01,2023-06-01,NY,97047,5857.38,Insured A-1357,AG003,UW102,2
KM-POL-001358,WC,Cancelled,2021-11-04,2022-11-04,NJ,8742,4768.33,Insured A-1358,AG003,UW101,1
KM-POL-001359,WC,In Force,2022-11-14,2023-11-14,OH,8742,7087.27,Insured A-1359,AG005,UW104,1
KM-POL-001360,CA,Expired,2021-06-16,2022-06-16,NY,7219,6041.65,Insured A-1360,AG001,UW102,0
KM-POL-001361,GL,In Force,2021-10-17,2022-10-17,NY,97047,8466.22,Insured A-1361,AG005,UW103,0
KM-POL-001362,WC,In Force,2022-12-18,2023-12-18,PA,5191,4825.82,Insured A-1362,AG005,UW104,2
KM-POL-001363,CA,Expired,2022-09-28,2023-09-28,NY,7219,3667.91,Insured A-1363,AG005,UW102,0
KM-POL-001364,CA,In Force,2023-03-14,2024-03-13,PA,7219,9363.74,Insured A-1364,AG004,UW101,0
KM-POL-001365,CA,In Force,2021-09-22,2022-09-22,MD,7219,6619.93,Insured A-1365,AG005,UW103,0
KM-POL-001366,WC,In Force,2021-06-23,2022-06-23,NY,5183,52054.79,Insured A-1366,AG012,UW104,0
KM-POL-001367,CA,In Force,2022-09-27,2023-09-27,NJ,7210,9977.39,Insured A-1367,AG002,UW102,0
KM-POL-001368,GL,In Force,2023-02-11,2024-02-11,PA,91580,14779.63,Insured A-1368,AG012,UW104,2
KM-POL-001369,WC,Expired,2022-11-04,2023-11-04,PA,8742,3260.73,Insured A-1369,AG012,UW102,1
KM-POL-001370,WC,In Force,2021-09-19,2022-09-19,NY,5183,18234.82,Insured A-1370,AG003,UW101,2
KM-POL-001371,GL,In Force,2023-12-15,2024-12-14,PA,91580,6392.15,Insured A-1371,AG004,UW103,2
KM-POL-001372,WC,In Force,2021-07-11,2022-07-11,DE,5183,6369.11,Insured A-1372,AG005,UW101,5
KM-POL-001373,GL,Expired,2023-05-18,2024-05-17,PA,97047,7462.24,Insured A-1373,AG003,UW103,0
KM-POL-001374,CA,Expired,2023-11-08,2024-11-07,NY,7210,8665.69,Insured A-1374,AG001,UW103,1
KM-POL-001375,WC,In Force,2023-01-12,2024-01-12,OH,8810,14774.61,Insured A-1375,AG001,UW104,0
KM-POL-001376,GL,In Force,2021-02-07,2022-02-07,NY,91580,3586.99,Insured A-1376,AG003,UW102,1
KM-POL-001377,WC,Cancelled,2023-01-13,2024-01-13,NY,7380,17925.28,Insured A-1377,AG002,UW101,4
KM-POL-001378,CA,In Force,2022-09-25,2023-09-25,PA,7220,3352.45,Insured A-1378,AG003,UW101,3
KM-POL-001379,WC,Expired,2022-01-05,2023-01-05,PA,8742,11770.44,Insured A-1379,AG003,UW101,2
KM-POL-001380,CA,Expired,2022-03-15,2023-03-15,NY,7210,4096.92,Insured A-1380,AG004,UW104,1
KM-POL-001381,WC,Expired,2022-12-01,2023-12-01,NJ,8810,8307.44,Insured A-1381,AG001,UW104,2
KM-POL-001382,WC,In Force,2023-09-23,2024-09-22,NJ,7380,18269.61,Insured A-1382,AG001,UW104,0
KM-POL-001383,GL,Expired,2022-01-29,2023-01-29,PA,41677,3203.07,Insured A-1383,AG005,UW103,2
KM-POL-001384,WC,Expired,2022-04-09,2023-04-09,PA,5191,46917.97,Insured A-1384,AG012,UW101,2
KM-POL-001385,CA,Expired,2021-10-09,2022-10-09,PA,7219,1648.05,Insured A-1385,AG003,UW103,1
KM-POL-001386,WC,In Force,2021-11-14,2022-11-14,OH,5191,6135.62,Insured A-1386,AG003,UW101,0
KM-POL-001387,CA,In Force,2021-06-08,2022-06-08,PA,7230,6137.22,Insured A-1387,AG002,UW101,3
KM-POL-001388,WC,In Force,2022-08-29,2023-08-29,DE,8810,15795.04,Insured A-1388,AG015,UW102,0
KM-POL-001389,GL,In Force,2021-07-27,2022-07-27,PA,41677,6183.67,Insured A-1389,AG015,UW101,0
KM-POL-001390,CA,Expired,2023-11-06,2024-11-05,NY,7230,4748.41,Insured A-1390,AG001,UW104,1
KM-POL-001391,WC,In Force,2023-12-15,2024-12-14,NJ,8742,13745.13,Insured A-1391,AG002,UW104,1
KM-POL-001392,WC,In Force,2021-03-19,2022-03-19,OH,5183,8226.73,Insured A-1392,AG004,UW104,3
KM-POL-001393,WC,In Force,2022-11-21,2023-11-21,OH,8742,30168.24,Insured A-1393,AG005,UW102,2
KM-POL-001394,CA,Expired,2021-09-26,2022-09-26,NJ,7219,8132.38,Insured A-1394,AG002,UW102,3
KM-POL-001395,WC,Cancelled,2023-02-11,2024-02-11,MD,9015,19895.71,Insured A-1395,AG001,UW103,1
KM-POL-001396,GL,In Force,2021-11-12,2022-11-12,MD,41677,3373.45,Insured A-1396,AG004,UW101,3
KM-POL-001397,WC,In Force,2021-11-29,2022-11-29,OH,5191,9288.1,Insured A-1397,AG003,UW101,4
KM-POL-001398,WC,In Force,2022-01-06,2023-01-06,OH,9015,7782.46,Insured A-1398,AG004,UW104,1
KM-POL-001399,CA,Expired,2021-12-06,2022-12-06,PA,7210,2688.23,Insured A-1399,AG012,UW104,1
KM-POL-001400,CA,Expired,2023-06-16,2024-06-15,DE,7219,6100.33,Insured A-1400,AG002,UW104,4
KM-POL-001401,WC,Cancelled,2021-03-31,2022-03-31,PA,5183,6437.42,Insured A-1401,AG001,UW104,0
KM-POL-001402,WC,In Force,2023-04-22,2024-04-21,PA,8017,16719.37,Insured A-1402,AG002,UW104,1
KM-POL-001403,WC,Cancelled,2023-01-17,2024-01-17,MD,8742,4204.23,Insured A-1403,AG003,UW104,0
KM-POL-001404,CA,In Force,2022-05-02,2023-05-02,NJ,7210,13786.21,Insured A-1404,AG015,UW101,0
KM-POL-001405,CA,Expired,2023-06-29,2024-06-28,NY,7220,2870.38,Insured A-1405,AG003,UW102,0
KM-POL-001406,CA,In Force,2022-08-07,2023-08-07,OH,7219,5605.94,Insured A-1406,AG001,UW104,1
KM-POL-001407,GL,Expired,2023-07-09,2024-07-08,OH,41677,11548.39,Insured A-1407,AG012,UW101,2
KM-POL-001408,GL,In Force,2022-04-25,2023-04-25,MD,97047,4449.52,Insured A-1408,AG005,UW104,1
KM-POL-001409,CA,Expired,2023-12-30,2024-12-29,PA,7220,8196.65,Insured A-1409,AG004,UW103,3
KM-POL-001410,GL,Expired,2022-05-05,2023-05-05,PA,58483,2806.16,Insured A-1410,AG004,UW103,1
KM-POL-001411,WC,In Force,2022-09-26,2023-09-26,NJ,5183,31624.71,Insured A-1411,AG003,UW101,5
KM-POL-001412,WC,In Force,2023-08-19,2024-08-18,PA,8017,10009.8,Insured A-1412,AG002,UW102,5
KM-POL-001413,WC,Expired,2022-02-02,2023-02-02,PA,9015,6141.79,Insured A-1413,AG015,UW103,3
KM-POL-001414,WC,In Force,2023-01-24,2024-01-24,NJ,8017,7790.46,Insured A-1414,AG002,UW103,4
KM-POL-001415,CA,In Force,2023-06-22,2024-06-21,NY,7230,7985.25,Insured A-1415,AG012,UW102,3
KM-POL-001416,GL,In Force,2023-08-04,2024-08-03,DE,97047,4406.7,Insured A-1416,AG005,UW103,4
KM-POL-001417,WC,Expired,2022-08-01,2023-08-01,NJ,5191,5434.45,Insured A-1417,AG002,UW104,0
KM-POL-001418,WC,In Force,2023-02-22,2024-02-22,NY,8742,8289.71,Insured A-1418,AG004,UW102,1
KM-POL-001419,CA,In Force,2023-10-27,2024-10-26,PA,7219,2425.57,Insured A-1419,AG015,UW103,3
KM-POL-001420,GL,In Force,2023-12-17,2024-12-16,PA,41677,23727.28,Insured A-1420,AG002,UW102,1
KM-POL-001421,WC,In Force,2023-05-08,2024-05-07,NY,5183,6291.06,Insured A-1421,AG015,UW104,3
KM-POL-001422,CA,Expired,2021-11-28,2022-11-28,NY,7210,8094.74,Insured A-1422,AG005,UW103,4
KM-POL-001423,WC,Cancelled,2022-02-13,2023-02-13,NY,8742,11702.71,Insured A-1423,AG004,UW101,1
KM-POL-001424,WC,Expired,2021-10-11,2022-10-11,PA,8810,4502.43,Insured A-1424,AG015,UW103,3
KM-POL-001425,GL,In Force,2022-05-28,2023-05-28,OH,97047,6606.65,Insured A-1425,AG002,UW103,0
KM-POL-001426,GL,Cancelled,2021-04-17,2022-04-17,NY,41677,11485.06,Insured A-1426,AG004,UW104,1
KM-POL-001427,WC,In Force,2023-09-12,2024-09-11,DE,5183,8513.35,Insured A-1427,AG003,UW101,2
KM-POL-001428,GL,In Force,2023-01-31,2024-01-31,NY,41677,15293.44,Insured A-1428,AG003,UW101,0
KM-POL-001429,CA,Cancelled,2021-07-30,2022-07-30,OH,7230,9071.65,Insured A-1429,AG012,UW101,2
KM-POL-001430,GL,Expired,2023-11-23,2024-11-22,DE,91580,12622.55,Insured A-1430,AG003,UW104,2
KM-POL-001431,CA,Expired,2021-09-13,2022-09-13,DE,7220,3730.16,Insured A-1431,AG002,UW104,0
KM-POL-001432,CA,Expired,2022-08-07,2023-08-07,MD,7219,2571.11,Insured A-1432,AG005,UW104,3
KM-POL-001433,CA,In Force,2021-06-21,2022-06-21,NY,7219,3401.08,Insured A-1433,AG004,UW104,2
KM-POL-001434,CA,In Force,2021-11-25,2022-11-25,NJ,7220,5528.9,Insured A-1434,AG015,UW104,1
KM-POL-001435,WC,Expired,2022-07-13,2023-07-13,NY,8742,15315.63,Insured A-1435,AG001,UW101,0
KM-POL-001436,WC,In Force,2023-07-10,2024-07-09,NJ,8017,1741.92,Insured A-1436,AG003,UW102,4
KM-POL-001437,WC,In Force,2023-11-18,2024-11-17,PA,5191,9833.1,Insured A-1437,AG003,UW104,3
KM-POL-001438,CA,Expired,2021-10-29,2022-10-29,DE,7219,5403.78,Insured A-1438,AG001,UW102,0
KM-POL-001439,WC,Expired,2023-06-15,2024-06-14,MD,5183,7926.48,Insured A-1439,AG015,UW103,0
KM-POL-001440,CA,In Force,2021-07-07,2022-07-07,MD,7219,10665.44,Insured A-1440,AG015,UW103,3
KM-POL-001441,GL,Expired,2022-03-31,2023-03-31,NJ,97047,8912.82,Insured A-1441,AG001,UW104,2
KM-POL-001442,WC,Expired,2023-07-13,2024-07-12,DE,7380,28230.37,Insured A-1442,AG015,UW103,0
KM-POL-001443,CA,Expired,2022-12-17,2023-12-17,PA,7210,4317.46,Insured A-1443,AG002,UW102,2
KM-POL-001444,WC,In Force,2021-02-24,2022-02-24,MD,5183,20951.85,Insured A-1444,AG015,UW103,1
KM-POL-001445,GL,In Force,2023-04-30,2024-04-29,MD,91580,20838.27,Insured A-1445,AG004,UW103,3
KM-POL-001446,WC,In Force,2021-04-20,2022-04-20,NY,8017,28264.3,Insured A-1446,AG015,UW102,0
KM-POL-001447,CA,In Force,2023-03-23,2024-03-22,OH,7230,2552.21,Insured A-1447,AG003,UW103,1
KM-POL-001448,GL,In Force,2023-10-26,2024-10-25,NY,41677,5554.85,Insured A-1448,AG005,UW104,0
KM-POL-001449,GL,In Force,2023-02-05,2024-02-05,DE,91580,5210.26,Insured A-1449,AG002,UW102,5
KM-POL-001450,CA,In Force,2022-04-28,2023-04-28,PA,7220,6591.61,Insured A-1450,AG002,UW102,3
KM-POL-001451,CA,Cancelled,2023-03-02,2024-03-01,NJ,7230,7419.09,Insured A-1451,AG015,UW101,3
KM-POL-001452,CA,In Force,2021-06-17,2022-06-17,NY,7210,2971.03,Insured A-1452,AG005,UW101,2
KM-POL-001453,GL,Expired,2023-02-07,2024-02-07,NY,97047,6956.88,Insured A-1453,AG005,UW102,1
KM-POL-001454,CA,Expired,2022-04-05,2023-04-05,NJ,7220,1462.71,Insured A-1454,AG012,UW102,4
KM-POL-001455,WC,In Force,2021-02-27,2022-02-27,MD,5183,31368.39,Insured A-1455,AG005,UW101,0
KM-POL-001456,GL,Cancelled,2022-10-15,2023-10-15,PA,41677,4634.75,Insured A-1456,AG015,UW104,3
KM-POL-001457,CA,Expired,2021-07-22,2022-07-22,DE,7230,5082.3,Insured A-1457,AG015,UW103,0
KM-POL-001458,CA,In Force,2022-11-18,2023-11-18,NY,7210,4081.46,Insured A-1458,AG001,UW103,1
KM-POL-001459,WC,Expired,2021-10-27,2022-10-27,NY,5183,24755.97,Insured A-1459,AG003,UW103,2
KM-POL-001460,CA,In Force,2021-10-09,2022-10-09,NY,7230,895.6,Insured A-1460,AG012,UW102,3
KM-POL-001461,WC,Expired,2021-03-20,2022-03-20,PA,8742,9766.48,Insured A-1461,AG015,UW104,3
KM-POL-001462,CA,In Force,2022-08-11,2023-08-11,PA,7230,4612.42,Insured A-1462,AG001,UW101,2
KM-POL-001463,WC,Expired,2023-08-26,2024-08-25,NY,9015,6884.93,Insured A-1463,AG012,UW104,1
KM-POL-001464,CA,In Force,2021-10-12,2022-10-12,DE,7219,13845.78,Insured A-1464,AG003,UW104,4
KM-POL-001465,GL,Expired,2023-08-19,2024-08-18,PA,58483,3564.82,Insured A-1465,AG012,UW103,0
KM-POL-001466,WC,In Force,2023-07-08,2024-07-07,NY,7380,18350.96,Insured A-1466,AG001,UW101,3
KM-POL-001467,GL,Expired,2021-01-11,2022-01-11,NJ,41677,8513.23,Insured A-1467,AG004,UW104,2
KM-POL-001468,WC,Expired,2021-06-12,2022-06-12,NY,8810,27152.26,Insured A-1468,AG015,UW101,1
KM-POL-001469,GL,In Force,2021-02-08,2022-02-08,OH,97047,4158.74,Insured A-1469,AG003,UW102,0
KM-POL-001470,CA,Expired,2022-06-09,2023-06-09,PA,7210,3165.98,Insured A-1470,AG002,UW103,1
KM-POL-001471,CA,In Force,2022-03-18,2023-03-18,PA,7220,9486.66,Insured A-1471,AG003,UW101,1
KM-POL-001472,CA,Expired,2021-11-03,2022-11-03,NY,7219,6343.54,Insured A-1472,AG003,UW102,0
KM-POL-001473,GL,In Force,2023-12-17,2024-12-16,NY,91580,2249.68,Insured A-1473,AG003,UW102,0
KM-POL-001474,WC,Expired,2023-05-17,2024-05-16,NY,7380,6428.88,Insured A-1474,AG004,UW102,1
KM-POL-001475,WC,Expired,2021-08-16,2022-08-16,OH,9015,13481.94,Insured A-1475,AG015,UW104,2
KM-POL-001476,CA,In Force,2022-08-14,2023-08-14,OH,7210,8124.65,Insured A-1476,AG001,UW104,3
KM-POL-001477,GL,In Force,2022-05-02,2023-05-02,MD,91580,4123.83,Insured A-1477,AG015,UW103,0
KM-POL-001478,CA,In Force,2022-09-09,2023-09-09,DE,7220,855.29,Insured A-1478,AG002,UW103,1
KM-POL-001479,CA,Expired,2021-09-07,2022-09-07,NJ,7210,6727.33,Insured A-1479,AG001,UW102,1
